Taxon,Stage,Insect?,Origin,Higher classification,Order,higherClass_JS,Family,Common name,Feeding Group,Habit,Tolerance,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b,Notes
Salmonid eggs,E,Vertebrata,Aquatic,Vertebrata,x,x,x,x,UN,UN,0,0,0,0,0,0,0,0.2937,2.7696,
Vertebrate eggs,E,Vertebrata,Aquatic,Vertebrata,x,x,x,x,UN,UN,0,0,0,0,0,0,0,0.0163,2.477,
Aquatic insects,x,insect,Aquatic,x,x,x,x,x,UN,UN,0,0,0,0,0,0,0,0,0,
Odonata,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,x,x,PR,SP,0,0,0,0,0,0,0,0.0078,2.792,
Odonata,A,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,x,x,PR,SP,0,0,0,0,0,0,0,0.14,2.27,
Anisoptera,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,x,dragonflies,PR,CM,MT,1,2,1,3,2,2,0.0082,2.813,
Aeshnidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Aeshnidae,dragonflies,PR,CM,MT,1,2,1,3,2,2,0.0082,2.813,
Aeshna,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Aeshnidae,dragonflies,PR,CM,MT,1,2,1,3,2,2,0.0082,2.813,
Anax,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Aeshnidae,dragonflies,PR,CM,MT,1,2,1,3,1,1,0.0082,2.813,
Cordulegaster,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Cordulegastridae,dragonflies,PR,BU,MI,1,2,1,3,1,2,0.0067,2.782,
Cordulegaster dorsalis,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Cordulegastridae,dragonflies,PR,BU,MI,1,2,1,3,1,2,0.0067,2.782,
Corduliidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Corduliidae,dragonflies,PR,SP,MT,1,2,1,3,1,2,0.0096,2.787,
Cordulia,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Corduliidae,dragonflies,PR,SP,MT,1,2,1,3,1,2,0.0096,2.787,
Epitheca,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Corduliidae,dragonflies,PR,CM,MT,1,2,1,3,1,2,0.0096,2.787,
Somatochlora,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Corduliidae,dragonflies,PR,SP,MT,1,2,1,3,1,2,0.0096,2.787,
Gomphidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Gomphidae,dragonflies,PR,BU,0,1,2,1,3,2,2,0.0088,2.787,
Erpetogomphus,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Gomphidae,dragonflies,PR,BU,0,1,2,1,3,2,2,0.0088,2.787,
Gomphus,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Gomphidae,dragonflies,PR,BU,MT,1,2,1,3,1,2,0.0088,2.787,
Octogomphus specularis,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Gomphidae,dragonflies,PR,BU,MI,1,2,1,3,2,2,0.0088,2.787,
Ophiogomphus,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Gomphidae,dragonflies,PR,BU,MT,1,2,1,3,2,2,0.0088,2.787,
Progomphus,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Gomphidae,dragonflies,PR,BU,0,1,2,1,3,2,2,0.0088,2.787,
Libellulidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Libellulidae,dragonflies,PR,SP,MT,1,2,1,3,2,1,0.0076,2.809,
Brechmorhoga mendax,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Libellulidae,dragonflies,PR,SP,0,1,2,1,3,2,3,0.0076,2.809,
Paltothemis lineatipes,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Libellulidae,dragonflies,PR,SP,0,1,2,1,3,2,3,0.0076,2.809,
Macromia magnifica,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Macromiidae,dragonflies,PR,SP,MT,1,2,1,3,2,1,0.0076,2.809,
Calopterygidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Calopterygidae,damselflies,PR,CM,0,1,2,1,3,2,2,0.005,2.742,
Calopteryx,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Calopterygidae,damselflies,PR,CM,0,1,2,1,3,2,2,0.005,2.742,
Hetaerina,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Calopterygidae,damselflies,PR,CM,0,1,2,1,3,2,2,0.005,2.742,
Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Coenagrionidae,damselflies,PR,CM,HT,2,2,1,2,1,3,0.0051,2.785,
Coenagrionidae,A,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Coenagrionidae,damselflies,PR,CM,HT,2,2,1,2,1,3,0.001,2.672,
Argia,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Coenagrionidae,damselflies,PR,CM,MT,2,2,1,2,2,2,0.0051,2.785,
Coenagrion,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Coenagrionidae,damselflies,PR,CM,HT,2,2,1,2,2,3,0.0051,2.785,
Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Coenagrionidae,damselflies,PR,CM,HT,2,2,1,2,2,3,0.0051,2.785,
Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Coenagrionidae,damselflies,PR,CM,HT,2,2,1,2,2,3,0.0051,2.785,
Ischnura,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Coenagrionidae,damselflies,PR,CM,HT,2,2,1,2,2,3,0.0051,2.785,
Lestidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Lestidae,damselflies,PR,CM,MT,2,2,1,2,2,3,0.0051,2.785,
Archilestes,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Lestidae,damselflies,PR,CM,MT,2,2,1,2,2,3,0.0051,2.785,
Lestes,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Odonata,Lestidae,damselflies,PR,CM,MT,2,2,1,2,2,3,0.0051,2.785,
Ephemeroptera,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,x,mayflies,UN,UN,0,0,0,0,0,0,0,0.014,2.49,
Ephemeroptera,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,x,mayflies,UN,UN,0,0,0,0,0,0,0,0.0071,2.832,
Ameletidae,L,,,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ameletidae,mayflies,,,,,,,,,,0.0077,2.588,added by js
Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ameletidae,mayflies,SC,CL,MI,2,1,1,2,2,1,0.0077,2.588,
Ametropus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ametropodidae,mayflies,CF,BU,0,2,1,2,1,2,1,0.0071,2.832,
Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.0053,2.875,
Baetidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.014,2.49,
Acentrella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.00962,2.75,
Acentrella,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.014,2.49,
Acentrella insignificans,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.00962,2.75,
Acentrella insignificans complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.00962,2.75,
Acentrella parvula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.0053,2.875,
Acentrella turbida,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.00962,2.75,
Acerpenna pygmaea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Apobaetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,1,1,2,2,0.0053,2.875,
Anafroptilum,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,SP,MT,3,1,1,1,1,2,0.0053,2.875,
Baetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.014,2.49,
Baetis unknown A,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis adonis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis alius,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis bicaudatus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,HI,3,1,3,1,2,1,0.0053,2.875,
Baetis bicaudatus/tricaudatus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,MI,3,1,3,1,2,2,0.0053,2.875,
Baetis bicaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,HI,3,1,3,1,2,1,0.0053,2.875,
Baetis flavistriga,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis flavistriga complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis magnus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis moqui,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis notos,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,MT,3,1,3,1,2,2,0.0053,2.875,
Baetis tricaudatus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis tricaudatus,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.014,2.49,
Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Baetis tricaudatus complex,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.014,2.49,
Baetodes,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,SC,CL,0,3,1,3,1,2,2,0.0053,2.875,
Callibaetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,SP,HT,3,1,1,2,1,2,0.0053,2.875,
Camelobaetidius,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Camelobaetidius warreni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,3,1,2,2,0.0053,2.875,
Centroptilum,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,SP,MT,3,1,1,1,1,2,0.0053,2.875,
Centroptilum/Procloeon,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,SP,MT,3,1,1,1,1,2,0.0053,2.875,
Cloeodes excogitatus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,MT,3,1,1,1,2,2,0.0053,2.875,
Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,2,1,2,2,0.0053,2.875,
Fallceon,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,MT,3,1,3,1,2,2,0.0053,2.875,
Heterocloeon,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,SC,CL,MT,3,1,1,1,2,2,0.0053,2.875,
Iswaeon,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,1,1,2,2,0.0053,2.875,
Iswaeon anoka,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,1,1,2,2,0.0053,2.875,
Labiobaetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,1,1,2,2,0.0053,2.875,
Moribaetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,1,1,2,2,0.0053,2.875,
Paracloeodes minutus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,SC,CL,0,3,1,1,1,1,3,0.0053,2.875,
Plauditus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,0,3,1,1,1,2,2,0.0053,2.875,
Plauditus punctiventris,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,CL,MT,3,1,1,1,2,2,0.0053,2.875,
Procloeon,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetidae,mayflies,CG,SP,0,3,1,1,1,1,2,0.0053,2.875,
Baetisca,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetiscidae,mayflies,CG,SP,0,2,1,1,2,1,2,0.0116,2.905,
Baetisca columbiana,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Baetiscidae,mayflies,CG,SP,0,2,1,1,2,1,2,0.0116,2.905,
Americaenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Caenidae,mayflies,CF,SP,0,2,1,1,1,1,2,0.0054,2.772,
Brachycercus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Caenidae,mayflies,CG,SP,0,2,2,1,1,1,3,0.0054,2.772,
Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Caenidae,mayflies,CG,SP,HT,3,2,1,1,1,3,0.0054,2.772,
Cercobrachys,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Caenidae,mayflies,CG,SP,0,2,2,1,1,1,3,0.0054,2.772,
Sparbarus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Caenidae,mayflies,CG,SP,0,2,2,1,1,1,3,0.0054,2.772,
Susperatus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Caenidae,mayflies,CG,SP,0,2,2,1,1,1,3,0.0054,2.772,
Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,1,0.0103,2.676,
Ephemerellidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,1,0.014,2.49,
Attenella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,3,2,0.0103,2.676,
Attenella attenuata,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,3,2,0.0103,2.676,
Attenella delantala,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,3,2,0.0103,2.676,
Attenella margarita,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,3,2,0.0103,2.676,
Attenella margarita,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,3,2,0.014,2.49,
Attenella soquele,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,3,2,0.0103,2.676,
Caudatella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,MI,2,2,1,2,2,1,0.0103,2.676,
Caudatella cascadia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,HI,2,2,1,2,2,1,0.0103,2.676,
Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,MI,2,2,1,2,2,1,0.0103,2.676,
Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,HI,2,2,1,2,2,1,0.0103,2.676,
Caudatella heterocaudata,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,MI,2,2,1,2,2,1,0.0103,2.676,
Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,HI,2,2,1,2,2,1,0.0103,2.676,
Caudatella hystrix,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,HI,2,2,1,2,2,1,0.014,2.49,
Caudatella jacobi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,MI,2,2,1,2,2,1,0.0103,2.676,
Caurinella idahoensis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,1,0.0103,2.676,
Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,0,2,2,1,2,2,2,0.0019,3.46,
Drunella coloradensis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,0,2,2,1,2,2,2,0.0019,3.46,
Drunella coloradensis,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,0,2,2,1,2,2,2,0.014,2.49,
Drunella coloradensis/flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,0,2,2,1,2,2,2,0.0019,3.46,
Drunella coloradensis/flavilinea,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,0,2,2,1,2,2,2,0.014,2.49,
Drunella doddsii,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,MI,1,2,1,3,3,1,0.0019,3.46,
Drunella doddsii,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,MI,2,2,1,3,3,1,0.014,2.49,
Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,0,2,2,1,2,2,2,0.0019,3.46,
Drunella grandis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,PR,CL,0,2,2,1,3,3,2,0.0019,3.46,
Drunella grandis/spinifera,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,PR,CL,MI,2,2,1,3,3,1,0.0019,3.46,
Drunella pelosa,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,SC,CL,HI,2,2,1,2,3,1,0.0019,3.46,
Drunella spinifera,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,PR,CL,HI,1,2,1,3,3,1,0.0019,3.46,
Ephemerella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0097,2.663,
Ephemerella alleni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,HI,2,2,1,2,2,1,0.0097,2.663,
Ephemerella apopsis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0097,2.663,
Ephemerella aurivillii,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,MT,2,2,1,2,2,2,0.0097,2.663,
Ephemerella dorothea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,MI,2,2,2,2,2,1,0.0097,2.663,
Ephemerella dorothea infrequens,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,MI,2,2,2,2,2,1,0.0097,2.663,
Ephemerella dorothea/excrucians,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0097,2.663,
Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0097,2.663,
Ephemerella excrucians group,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.014,2.49,
Ephemerella excrucians,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0097,2.663,
Ephemerella excrucians,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.014,2.49,
Ephemerella maculata,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0097,2.663,
Ephemerella mucronata,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0097,2.663,
Ephemerella needhami,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0097,2.663,
Ephemerella nuda,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0097,2.663,
Ephemerella tibialis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0104,2.83,
Ephemerella tibialis,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.014,2.49,
Ephemerella velmae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0097,2.663,
Ephemerella verruca,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0097,2.663,
Eurylophella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0103,2.676,
Eurylophella bicolor,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0103,2.676,
Eurylophella lodi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0103,2.676,
Eurylophella temporalis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,2,2,2,2,0.0103,2.676,
Matriella teresa,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,MI,2,2,1,2,2,1,0.0104,2.83,
Serratella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0103,2.676,
Serratella levis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0103,2.676,
Serratella micheneri,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0104,2.83,
Serratella serrata,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemeroptera,Ephemerellidae,mayflies,CG,CL,0,2,2,1,2,2,2,0.0103,2.676,
